"<ID>";"ATPD_00101";"GTIN achat";"ATPDA_72101260";"ATPD_200133"
"AUCH_ACHA_108813790";"P02000000000CL5";"3178041330572"
"AUCH_ACHA_108814058";"P02000000000D0B";"3245678132654";"Marquage métrologique;Point vert";"AUCH - parfum d'intérieur Gel désodorisant citron 150g"
"AUCH_ACHA_108814953";"P02000000000EKV";"3596710449583";"";"POUCE PASTILLES ANTICALCAIRE 16X16G"
"AUCH_ACHA_108818321";"P02000000000HEX";"3245678142622";"Marquage métrologique;Point vert;Triman";"AUCH - Désodorisant Lave-Vaisselle - Agrumes - 2 X 60 Lavages"
"AUCH_ACHA_108821301";"P02000000000KZW";"8718951324503"
"AUCH_ACHA_108821844";"P02000000000M1O";"3160920508226";"";"Mercurochrome, gel mains désinfectant"
"AUCH_ACHA_108821916";"P02000000000M6L";"3700992600451";"";"Baranne Impermeabilisant Protecteur 200ml"
"AUCH_ACHA_108823141";"P02000000000NE8";"3178041346740";"";"BREF WC Color Activ+ Marine"
"AUCH_ACHA_108824372";"P02000000000P6A";"3662232004644"
"AUCH_ACHA_108825609";"P02000000000RS1";"3383482304253";"Ecocert";"Super décapant"
"AUCH_ACHA_108826135";"P02000000000SRE";"3178041349925";"Ecocert";"Le Chat Les Essentiels Savon de Marseille solide ECODETERGENT 335g"
"AUCH_ACHA_108826771";"P02000000000TD6";"3245678078853";"";"AUCH ECO HAND-DISHWASHING LIQUID ALOE VERA 500ML"
"AUCH_ACHA_108827423";"P02000000000VER";"4008455560717";"";"Dr. Beckmann Lingettes Désinfectantes Multi-Usages x10 "
"AUCH_ACHA_108828813";"A0220050712000361199";"3045200700005";"";"DESINFECTANT MULTI-USAGES EUCALYPTUS SANYTOL 500ML"
"AUCH_ACHA_108828992";"A0220051215000457272";"8714789235554";"";"LA CROIX SPRAY SALLE DE BAIN AVEC JAVEL 500ML"
"AUCH_ACHA_108828637";"A0220050317000423470";"8717163973486";"";"Désodorisant Lave-Vaisselle"
"AUCH_ACHA_108829245";"A0220060405000511235";"3362290002131"
"AUCH_ACHA_108831455";"A0220080415000562767";"3346027006005";"";"WC NET ENERGY BLOC OXY 38 GR"
"AUCH_ACHA_108831276";"A0220080325000552765";"3059940003593"
"AUCH_ACHA_108832673";"A0220090529000981687";"5413149750425";"";"Swiffer Serpillières Imprégnées Pour Sol, Parfum Citrus Fresh x 12"
"AUCH_ACHA_108833660";"A0220100303000184096";"3170575592006";"";"Nettoyant odorant multi-usages"
"AUCH_ACHA_108833994";"A0220100318000627382";"3152210301389";"";"EPARCYL - déboucheur de canalisations - Déboucheur bio-actif - 1 litre"
"AUCH_ACHA_108836183";"A0220110503000801326";"3059940004910"
"AUCH_ACHA_108836203";"A0220110505000682413";"3596710351480";"";"RECHARGE FRUITS EXOTIQUES 250ml - DIFFUSEUR AUCHAN"
"AUCH_ACHA_108836899";"A0220110905000071789";"3059940049119"
"AUCH_ACHA_108838516";"A0220120207000060375";"3178040693098"
"AUCH_ACHA_108838882";"A0220120308000767895";"3596710367634";"";"Auchan - Lingettes WC désinfectantes"
"AUCH_ACHA_108842956";"A0220130315000074544";"4015600446437";"No eco-label";"Febreze 3Volution Fleur Naissante Recharge De Désodorisant Électrique 20ml"
"AUCH_ACHA_108842900";"A0220130305000723864";"3346027788383";"";"WC NET ENERGY GEL DETARTRANT TOTAL HYGIENE SYSTEM 750ML"
"AUCH_ACHA_108847227";"A0220140226000856796";"8714789968735"
"AUCH_ACHA_108847212";"A0220140224000873449";"3346027789984";"";"WC NET OURAGAN CANALISATIONS AU CHARBON ACTIF 700ML"
"AUCH_ACHA_108847293";"A0220140306000629260";"3059942282040";"";"Lingettes nettoyante Anti-bactériennes"
"AUCH_ACHA_108849482";"A0220140919000164247";"3152210227818";"";"ZENSECT ANTI MITES 16 BARQUETTES"
"AUCH_ACHA_108849916";"A0220141021000951264";"3346029989450";"";"Carolin Pistolet Dégraissant Citron 650ml"
"AUCH_ACHA_108849794";"A0220141021000425897";"3346029989412";"";"Carolin Pistolet Savon Noir 650ML"
"AUCH_ACHA_108851851";"A0220150212000240651";"3596710412457";"";"AUCHAN ACTIVATEUR BIOLOGIQUE FOSSE SEPTIQUE 26 SACHETS"
"AUCH_ACHA_108852070";"A0220150309000222029";"8718951024434";"";"LA CROIX SPRAY JAVEL CUISINE DEGRAISSANT 500ML"
"AUCH_ACHA_108852899";"A0220150402000514912";"3596710415441";"";"AUCHAN INSECTICIDE ANTI-RAMPANTS AEROSOL 400 ML"
"AUCH_ACHA_108854052";"A0220150529000441742";"3760216980080";"";"BICARBONATE DE SOUDE 500GR MAISON NET"
"AUCH_ACHA_108855011";"A0220150730000353775";"3596710415458";"";"AUCHAN DIFFUSEUR ELECTRIQUE ANTI-MOURSTIQUES 2 EN1 + RECHARGE LIQUIDE 45 nuits"
"AUCH_ACHA_108855020";"A0220150730000721269";"3596710415465";"";"AUCHAN RECHARGE LIQUIDE ANTI-MOUSTIQUES 45 NUITS POUR DIFFUSEUR ELECTRIQUE 35ml"
"AUCH_ACHA_108855373";"A0220150908000085978";"3596710419715";"";"AUCHAN AUTHENTIQUE BICARBONATE DE SOUDE"
"AUCH_ACHA_108855470";"A0220150925000158186";"3059941008283"
"AUCH_ACHA_108855725";"A0220151009000588429";"5000204818734";"";"Glade Touch & Fresh Recharge, Fresh Lemon, 10 ml"
"AUCH_ACHA_108858694";"A0220160307000435933";"8710552576374";"";"Détachant Powergel avant lavage Gold"
"AUCH_ACHA_108858965";"A0220160324000300610";"3700992600055";"";"Maison Verte Vaisselle main Ecolabel - Basilic & Aromates 500ml"
"AUCH_ACHA_108859190";"A0220160325000645368";"3152210229393";"";"IBA Perles Barrière de Corail"
"AUCH_ACHA_108859909";"A0220160421000081789";"3045206312943"
"AUCH_ACHA_108859938";"A0220160421000580729";"3152210229317";"";"EAU ECARLATE SUBLIM NOIR X20"
"AUCH_ACHA_108860534";"A0220160510000581066";"3700992600260";"Point vert;Triman;Fabriqué en France;PME+";"NETTOYANT PARQUET A LA CIRE D'ABEILLE O'CEDAR 1L"
"AUCH_ACHA_108868610";"A0220170331000604153";"3384125011194"
"AUCH_ACHA_108868383";"A0220170328000991299";"3059940006976";"";"Destop Nettoyant complet lave-linge désinfectant "
"AUCH_ACHA_108873771";"A0220170915000770193";"3383482300996";"Ecocert";"Nettoyant vitres et poêles Ecocert 750ml"
"AUCH_ACHA_108875450";"A0220171103000459735";"8001090236197";"";"Swiffer WetJet Balai Spray Recharges Lingettes Pour Tous Types De Sols X20"
"AUCH_ACHA_108876465";"A0220171207000579838";"8001090622594";"";"Febreze Anti-Tabac Aérosol Désodorisant 300 ml"
"AUCH_ACHA_108876474";"A0220171207000782084";"8001090622273";"";"Febreze Infinity Passion Tropicale Spray Désodorisant 300ml"
"AUCH_ACHA_108876604";"A0220171208000486638";"3045206392976";"Point vert;Allergy-friendly Quality Tested;Triman;Sustainable Cleaning;PME+";"Désinfectant Ultra-Détartrant Salle de Bains Protection 500ml SANYTOL"
"AUCH_ACHA_108878020";"A0220180119000401401";"3700593603608";"";"Persavon savon de Marseille -  Extra Doux 2x300 GR  "
"AUCH_ACHA_108880241";"A0220180223000630717";"5410018806481"
"AUCH_ACHA_108880840";"A0220180309000180126";"3045206312226";"";"NETTOYANT DESINFECTANT CITRON SANYTOL SOLS 1 SURFACES 1L"
"AUCH_ACHA_108880943";"A0220180315000359988";"3700992605388";"PME+";"Maison Verte Brume Fleurs blanches du jardin 200ml"
"AUCH_ACHA_108887806";"A0220180608000917344";"5000204020748";"";"CANARD Active Clean, Fraîcheur Pin, 38.6 g"
"AUCH_ACHA_108889143";"A0220180627000213594";"3245678160558";"";"Auchan recharge nettoyant fenêtres 500 mL"
"AUCH_ACHA_108889204";"A0220180628000695628";"3245678709122";"Point vert;Triman";"Auchan Cleaner lingettes nettoyantes multi-surfaces Fraîcheur x40"
"AUCH_ACHA_108889157";"A0220180628000220238";"3245678160565";"Point vert;Emballage en Polyéthylène haute densité";"Auchan nettoyant fenêtres 500 mL"
"AUCH_ACHA_108889223";"A0220180628000476155";"3245678159989";"Marquage métrologique;Point vert"
"AUCH_ACHA_108889327";"A0220180628000497061";"3245678159972";"Marquage métrologique;Sustainable Cleaning;Triman;Point vert";"Auchan Power anti-calcaire 750 mL"
"AUCH_ACHA_108889521";"A0220180629000724881";"3245678708934";"Point vert;Triman";"Auchan Activ'Clean lingettes anti-décoloration x20"
"AUCH_ACHA_108893730";"A0220181113000544666";"3178041339261"
"AUCH_ACHA_108896365";"A0220190118000487252";"3700992606286"
"AUCH_ACHA_108897404";"A0220190214000595183";"3383482302419";"Ecocert;No eco-label";"Vinaigre Ménager Flacon 1L 20° ECOCERT"
"AUCH_ACHA_108897693";"A0220190220000072981";"3059940049430";"";"CALGON Hygiène Plus x 48 pastilles"
"AUCH_ACHA_108903623";"A0220190521000575753";"3059940049348";"";"Poudre Lave-Vaisselle "
"AUCH_ACHA_108903803";"A0220190528000870020";"3245678131848";"Marquage métrologique;Point vert";"AUCH -  *Liquide vaisselle superpuissant citron 500ml"
"AUCH_ACHA_108918665";"A0220010426000767407";"3596710034796";"";"AUCHAN EAU DE JAVEL NATURELLE 1L-  2L - 5 L"
"AUCH_ACHA_108918696";"A0220030519000680789";"3178047165017";"";"Mir Tapis Moquette Aérosol 600 ml"
"AUCH_ACHA_108921707";"A0219950601000076520";"3045200760009";"";"DESINFECTANT DU LINGE SANYTOL 500ML"
"AUCH_ACHA_108921534";"A0220010910000362353";"3346027013157";"";"OURAGAN CANALISATIONS AUX AGENTS BIOLOGIQUES FRAICHEUR MARINE 1L"
"AUCH_ACHA_108921649";"A0219900101000075789";"3215772702404";"";"Aérosol Robin Amidon"
"AUCH_ACHA_114191060";"P02000000000XEP";"3045206503501";"";"GEL LAVANT ANTIBACTERIEN HYDRATANT SANYTOL 500 ML"
"AUCH_ACHA_122164788";"P02000000000Y1A";"3245678142059"
"AUCH_ACHA_122164783";"P02000000000Y1B";"3245678091463"
"AUCH_ACHA_122308304";"P02000000000Y2Q";"8001841944920";"";"Swiffer Balai Attrape-Poussière, Recharges Lingettes Sèches Pour Sols, Attrape Et Retient La Poussière 40 Unités"
"AUCH_ACHA_123217483";"P02000000000YA9";"5000204200997";"";"PYREL CROCHET MITES AIR FRAIS 2 CROCHETS"
"AUCH_ACHA_123279043";"P02000000000YBU";"5000204206081";"";"PYREL ELECTRIQUE LIQUIDE REPULSIF MOUSTIQUES RECHARGE 45 NUITS 32 ML"
"AUCH_ACHA_126364339";"P02000000000ZAQ";"3760001765854";"";"Kit Lessive 30 Lavages 1L"
"AUCH_ACHA_126364342";"P02000000000ZAU";"3760001765861";"";"Kit Liquide Vaisselle Ecocert 1L"
"AUCH_ACHA_126453612";"P02000000000ZBW";"3760001765885";"";"Kit Nettoyant Sols Ecocert 1L"
"AUCH_ACHA_129054964";"P0200000000102J";"8006540001202";"";"Swiffer Balai Attrape-Poussière Nettoyage 3D, Recharges Lingettes Sèches Pour Sols, 7 Unités, Attrape Et Retient La Poussière"
"AUCH_ACHA_129474609";"P020000000010CL";"8718951387713"
"AUCH_ACHA_131718276";"A0220130611000492354";"8711577131241";"";"nettoyant pour vitres d’insert"
"AUCH_ACHA_131718327";"A0220141222000205055";"8711577140755";"";"spray moussant anti-tartre avec puissante plus forte"
"AUCH_ACHA_131718391";"P02000000000SG6";"8711577272272";"";"gel hygiénique pour les toilettes"
"AUCH_ACHA_132690901";"P020000000011OG";"3760001766028";"";" DIY - Bouteille LV Recyclée 1L "
"AUCH_ACHA_140501742";"P0200000000171S";"3665468301327"
"AUCH_ACHA_143225341";"P020000000017XS";"8006540425855";"";"Febreze Fraîcheur d’Agrumes Spray Désinfectant Désodorisant Textile 375ml"
"AUCH_ACHA_144158396";"P0200000000186U";"3178041354967"
"AUCH_ACHA_159958443";"P020000000019UE";"3245677725659"
"AUCH_ACHA_105826046";"A0220040917000573345";"3596710212132";"";"AUCHAN Barquettes aluminium"
"AUCH_ACHA_106777484";"P02000000000T6J";"3245678157992";"Forest Stewardship Council Mix";"AUCHAN SAC POUBELLE SPECIAL JARDIN 130LX8"
"AUCH_ACHA_107829361";"P02000000000HE2";"3245678158043";"Point vert;Triman";"AUCH - Film Fraîcheur 2 en 1 - 20M"
"AUCH_ACHA_107829339";"P02000000000HE7";"3245678158067";"Point vert;Triman";"AUCH - Film Fraîcheur - Réfrigérateur & Micro-onde - 50M"
"AUCH_ACHA_108816501";"P02000000000FWC";"3245678157930";"Forest Stewardship Council Mix";"AUCHAN SAC POUBELLE HAUTE LIENS COULISSANTS 50L X 10"
"AUCH_ACHA_108817374";"P02000000000HCL";"3245678141359";"";"Sacs congélation avec liens 6L x25"
"AUCH_ACHA_108818053";"P02000000000HDB";"3245678157855";"Forest Stewardship Council Mix";"AUCHAN SACS POUBELLE LIEN COULISSANTS PB HAUTE 30L X 20"
"AUCH_ACHA_108822004";"P02000000000M6Z";"3700546500138"
"AUCH_ACHA_108822915";"P02000000000N43";"3232767303309"
"AUCH_ACHA_108828185";"A0220040519000486172";"3557880353407";"Point vert;Triman";"HANDY BAG sacs poubelle  FIXATION ELASTIQUE à poignées coulissantes 50L"
"AUCH_ACHA_108828295";"A0220040917000552271";"3596710212125";"";"AUCHAN Barquettes aluminium"
"AUCH_ACHA_108834116";"A0220100401000659995";"3557880353698";"Point vert;Triman";"HANDY BAG sacs pour POUBELLE HAUTE FIXATION ELASTIQUE à poignées coulissantes 50 L"
"AUCH_ACHA_108836675";"A0220110628000672301";"4008871201782";"Point vert;Triman";"ALBAL SACS CONGELATION ULTRA-ZIP petit modèle 1 litre"
"AUCH_ACHA_108838863";"A0220120302000590340";"4008871201690";"Point vert";"ALBAL SACHETS GLAÇONS"
"AUCH_ACHA_108838938";"A0220120314000472104";"4008871202024";"Point vert;Triman";"ALBAL SAC CONGELATION ULTRA-ZIP grand modèle 8 litres"
"AUCH_ACHA_108852240";"A0220150313000627015";"3596710407743";"";"POUCE SACS POUBELLE 100L A LIEN CLASSIQUE ROULEAU X10"
"AUCH_ACHA_108852254";"A0220150313000154253";"3596710407750";"";"POUCE SACS POUBELLE 50L A LIEN CLASSIQUE ROULEAU X10"
"AUCH_ACHA_108853670";"A0220150429000534958";"4008871200648";"Point vert;Emballage en aluminium recyclable";"ALBAL ALUMINIUM 30M"
"AUCH_ACHA_108865749";"A0220161223000468291";"3298960960008"
"AUCH_ACHA_108875461";"A0220171108000633076";"3596710458684";"";"POUCE PAPIER CUISSON 8M"
"AUCH_ACHA_108921605";"A0220021128000088525";"3557880352028";"Point vert;Triman";"HANDY BAG sacs poubelle PROTECTION ACTIVE à lien 50 L"
"AUCH_ACHA_108921553";"A0219961224000088950";"3557880353018";"Point vert;Triman";"HANDY BAG sacs poubelle  ULTRA RESISTANT LIEN PRATIQUE 30L"
"AUCH_ACHA_108921562";"A0219960405000081518";"3240290003917";"Point vert;Triman";"HANDY BAG  sacs poubelle JARDIN à poignées coulissantes 100 L"
"AUCH_ACHA_108921636";"A0220000503000765581";"3254560771352";"";"AUCHAN SACS POUBELLE LIENS DETACHABLES"
"AUCH_ACHA_104856703";"P02000000000KAX";"8001841615097";"";"Ariel Original Lessive Liquide 2.475L, 45 Lavages"
"AUCH_ACHA_104899785";"A0220181030000858587";"8717163684566";"International Association for Soaps, Detergents and Maintenance Products;Triman";"Lessive Liquide"
"AUCH_ACHA_105945550";"A0220180213000357314";"3178041331241"
"AUCH_ACHA_105972742";"P02000000000RZ8";"8001841865423";"";"Dash Allin1 Pods Envolée D’Air Lessive En Capsules 32 Lavages"
"AUCH_ACHA_106967511";"P020000000000HF";"3700584300806";"Point vert"
"AUCH_ACHA_107033530";"A0220141215000492799";"4009175927682";"Éco-Label;Point vert";"Rainett Lessive Liquide Ecolabel Bicarbonate 1.98 l - Recharge 30 lavages"
"AUCH_ACHA_107468566";"A0220190506000537103";"3450601031816";"No Forest Stewardship Council";"Recharge Lessive Peaux sensibles Famille et Bébé aussi ! 33 lavages 1,5L"
"AUCH_ACHA_107828220";"P02000000000QC1";"8001841882178";"";"Ariel Alpine Lessive Liquide 4.95L, 90 Lavages"
"AUCH_ACHA_107825978";"A0220140204000469701";"4015600885069";"No eco-label";"Dash 2en1 Poudre 40 Doses Fleurs De Lotus 2.6 kg"
"AUCH_ACHA_107827454";"P02000000000I8G";"8001841638065";"No eco-label";"Ariel Allin1 Pods +Défense Active Contre Les Odeurs Lessive En Capsules 31 Lavages"
"AUCH_ACHA_107827537";"P02000000000IB7";"8001841637976";"";"Ariel Allin1 Pods Couleur Lessive En Capsules 31 Lavages"
"AUCH_ACHA_107827538";"P02000000000IBB";"8001841637945";"";"Ariel Allin1 Pods Normal Lessive En Capsules 31 Lavages"
"AUCH_ACHA_108813777";"P02000000000CLQ";"8710847919800";"";"Lessive Capsules"
"AUCH_ACHA_108821348";"P02000000000LA1";"8000770400354";"";"Lessive Liquide"
"AUCH_ACHA_108836474";"A0220110526000440978";"3059945007688"
"AUCH_ACHA_108846536";"A0220140131000413195";"3178041303903";"";"MIR WHITE SPLENDID 1,5L"
"AUCH_ACHA_108846950";"A0220140217000612073";"3178041306423";"";"MIR LAINE SPLENDID 1,5L"
"AUCH_ACHA_108857434";"A0220160113000497712";"3178041317658";"";"MIR BLACK SPLENDID 1,5L"
"AUCH_ACHA_108873740";"A0220170914000665499";"3178041328777"
"AUCH_ACHA_108875775";"A0220171117000457682";"8710447384824";"International Association for Soaps, Detergents and Maintenance Products;Triman";"Lessive Liquide"
"AUCH_ACHA_108875803";"A0220171117000186855";"8710447384671";"International Association for Soaps, Detergents and Maintenance Products;Triman";"LESSIVE LIQUIDE"
"AUCH_ACHA_108875688";"A0220171117000580264";"8710447388846";"";"Lessive Liquide"
"AUCH_ACHA_108879131";"A0220180208000589398";"3383482301054";"Ecocert";"Recharge lessive au savon noir Ecocert sans MIT CMIT 2L"
"AUCH_ACHA_108879559";"A0220180212000698712";"3178041334433"
"AUCH_ACHA_108879675";"A0220180213000157035";"3178041331821";"";"LE CHAT EXPERT BICARB 3L"
"AUCH_ACHA_108879791";"A0220180216000354158";"3178041332378"
"AUCH_ACHA_108880379";"A0220180228000536795";"8710447382110";"";"Lessive Liquide"
"AUCH_ACHA_108889147";"A0220180627000465661";"3245678161579";"Marquage métrologique;Point vert";"AUCH - Lessive Liquide - Floral - 37 Doses - 2 L"
"AUCH_ACHA_108895860";"A0220190108000678077";"3178041335492";"";"LE CHAT 3x2L 'Format Familial' Souffle de Fraîcheur"
"AUCH_ACHA_108895903";"A0220190108000993795";"3178041291163"
"AUCH_ACHA_108897150";"A0220190208000696341";"3178041342698"
"AUCH_ACHA_108898644";"A0220190304000662609";"3178041332347";"";"SUPER CROIX JAPON 2.15L"
"AUCH_ACHA_108899109";"A0220190314000286820";"3178041342889";"";"Le Chat Sensitive Duo-Bulles 32 doses/32 lavages"
"AUCH_ACHA_121305963";"P02000000000XWS";"8006540095157";"";"Ariel Alpine Lessive Liquide 1.65L, 30 Lavages"
"AUCH_ACHA_121307948";"P02000000000XX6";"8006540095249";"";"Ariel Fresh Sensations Lessive Liquide 2.475L, 45 Lavages"
"AUCH_ACHA_121328848";"P02000000000XXB";"8006540059432";"";"Ariel Allin1 Pods Alpine Lessive En Capsules, 31 Lavages"
"AUCH_ACHA_121330600";"P02000000000XXI";"8006540059692";"";"Ariel Allin1 Pods + Protection Des Fibres Textiles Lessive En Capsules, 31 Lavages"
"AUCH_ACHA_121330621";"P02000000000XXE";"8006540059623";"";"Ariel Allin1 PODS Sensitive Lessive En Capsules 31 Lavages"
"AUCH_ACHA_121330616";"P02000000000XXC";"8006540059463";"";"Ariel Allin1 Pods Fresh Sensations Lessive En Capsules, 31 Lavages"
"AUCH_ACHA_121596320";"P02000000000XXU";"8006540059555";"";"Ariel Allin1 Pods +Unstoppables Lessive En Capsules 31 Lavages"
"AUCH_ACHA_121602199";"P02000000000XYU";"8006540058701";"";"Ariel Allin1 PODS Sensitive Lessive En Capsules 22 Lavages"
"AUCH_ACHA_122038615";"P02000000000XZW";"8006540112434";"";"Dash 2en1 Souffle Précieux Lessive Liquide 52 Lavages, 2.6L"
"AUCH_ACHA_122038633";"P02000000000Y0D";"8006540112465";"";"Dash 2en1 Caresse Sensitive Lessive Liquide 52 Lavages, 2.6L"
"AUCH_ACHA_122043046";"P02000000000Y0X";"8720181000973";"";"LESSIVE CAPSULE"
"AUCH_ACHA_122164800";"P02000000000Y23";"3178041352130"
"AUCH_ACHA_123390714";"P02000000000YEO";"3450601039614";"No Forest Stewardship Council";"Lessive Amande douce 33 lavages 1.5 l"
"AUCH_ACHA_124621178";"P02000000000YW0";"8710522965450";"";"LESSIVE LIQUIDE"
"AUCH_ACHA_124927401";"P02000000000YXT";"8720181082214";"";"LESSIVE LIQUIDE"
"AUCH_ACHA_126612321";"P02000000000ZGA";"8006540058794";"";"Ariel Allin1 Pods + Active Odour Defense Lessive En Capsules, 22 Lavages"
"AUCH_ACHA_130402177";"P020000000010VH";"8720181080104";"";"LESSIVE LIQUIDE"
"AUCH_ACHA_131121765";"P02000000001118";"8720181087103";"";"LESSIVE LIQUIDE"
"AUCH_ACHA_133779725";"P020000000012JK";"3178041343480"
"AUCH_ACHA_136040960";"P0200000000119L";"3245678089545";"Éco-Label"
"AUCH_ACHA_141408649";"P020000000017CW";"8006540295359";"";"Dash Allin1 Pods Escale Corse Lessive En Capsules 32 Lavages"
"AUCH_ACHA_142027115";"P020000000017NE";"3245677723419";"";"AUCHAN LESSIVE GEL MAIN TUBE 250 ML"
"AUCH_ACHA_151285351";"P020000000018KM";"8006540447260";"";"Ariel Alpine Lessive Liquide 2.45L, 49 Lavages"
"AUCH_ACHA_151286573";"P020000000018KR";"8006540446782";"";"Ariel Fresh Sensations Lessive Liquide 2.45L, 49 Lavages"
"AUCH_ACHA_107967187";"A0220160908000986380";"4015400941194";"";"Lenor Adoucissant&Assouplissant Souffle Précieux 22 Lavages"
"AUCH_ACHA_107967198";"A0220180122000488829";"8001090748546";"";"Lenor Parfum Des Secrets Blush Adoucissant 1000 ml"
"AUCH_ACHA_107967202";"A0220180130000555139";"8001090760463";"";"Lenor Unstoppables Songes Parfum De Linge En Perles 210g"
"AUCH_ACHA_107967210";"A0220180130000214506";"8001090760524";"";"Lenor Unstoppables Printemps Parfum De Linge En Perles 210g"
"AUCH_ACHA_107967205";"A0220180130000483173";"8001090760494";"";"Lenor Unstoppables Aérien Parfum De Linge En Perles 210g"
"AUCH_ACHA_108851812";"A0220150210000220510";"8718951024229"
"AUCH_ACHA_108855412";"A0220150918000447406";"8718951019287"
"AUCH_ACHA_108855405";"A0220150918000154359";"8718951019362";"Fabriqué en France";"SOUPLINE ADOUCISSANT HYPOALLERGENIQUE DOSES 3X200ML"
"AUCH_ACHA_108877862";"A0220180116000719427";"8718951184961"
"AUCH_ACHA_108879748";"A0220180216000188979";"8718951192478";"";"SOUPLINE DIL GD AIR 1.9L 100% RECYCLE"
"AUCH_ACHA_108879758";"A0220180216000727342";"8718951192515";"";"SOUPLINE DIL HYPO 1.9L 100% RECYCLE"
"AUCH_ACHA_108879749";"A0220180216000857817";"8718951192591"
"AUCH_ACHA_108896191";"A0220190115000523855";"8718951245259"
"AUCH_ACHA_108896153";"A0220190115000121132";"8718951245211"
"AUCH_ACHA_115268591";"P02000000000XQ1";"8006540027226";"";"Lenor Bouquet Mystère - Amour Adoucissant 74 Lavages, 1.702L"
"AUCH_ACHA_115521549";"P02000000000XTC";"8006540020999";"";"Lenor Aloe Vera Adoucissant 45 Lavages, 1.035L"
"AUCH_ACHA_125957675";"P02000000000Z5L";"8006540021057";"";"Lenor Aloe Vera Adoucissant 63 Lavages, 1.449L"
"AUCH_ACHA_141601387";"P020000000017EO";"8006540339015";"";"Lenor Calanques Provençales Adoucissant 50 Lavages, 1.15L"
"AUCH_ACHA_107468438";"A0220170407000625884";"3450601026034";"";"Gel lave-vaisselle Tout en un 42 lavages 720ml"
"AUCH_ACHA_108814826";"P02000000000DZV";"8710847907371";"";"Gel Lave-Vaisselle"
"AUCH_ACHA_108820184";"P02000000000JVK";"8710522646625";"";"Pastilles Lave-Vaisselle"
"AUCH_ACHA_108825905";"P02000000000S07";"8720181035111";"";"TOUT EN UN LAVE VAISSELLE"
"AUCH_ACHA_108851872";"A0220150216000667697";"8712561770897";"";"Pastilles Lave Vaisselle"
"AUCH_ACHA_108851885";"A0220150216000769460";"8712561770927";"";"Tablettes Lave-Vaisselle"
"AUCH_ACHA_108868672";"A0220170331000521346";"8714100247853";"";"Liquide De Lavage Lave-Vaisselle"
"AUCH_ACHA_108895599";"A0220181231000064315";"3059946163857"
"AUCH_ACHA_108895660";"A0220181231000624393";"3059946163864";"";"	 FINISH TOUT EN 1 CITRONx68"
"AUCH_ACHA_115394417";"P02000000000XRH";"8001841913056";"";"Fairy PEPS Lave-Vaisselle Tout-En-1 Plus, 36 Capsules Citron"
"AUCH_ACHA_124913507";"P02000000000YXN";"8720181138409";"";"TOUT EN UN LAVE VAISSELLE"
"AUCH_ACHA_105123032";"P02000000000BYQ";"3245678133668";"Marquage CE;Point vert";"AUCH - Gants jetables latex grand x10"
"AUCH_ACHA_106590823";"A0219981020000062608";"3245422683074";"";"Gants Ultra Résistant Taille M"
"AUCH_ACHA_106590752";"A0220121123000492968";"3245421870284";"";"Latex naturel, intérieur 100% viscose de bambou Couleur : vert anis Fibres de bambou extra absorbantes"
"AUCH_ACHA_106591277";"A0220180206000567750";"3383482301818"
"AUCH_ACHA_107034052";"P02000000000BNM";"4009175951724";"Point vert";"New York Sneaker Society Lingettes Nettoyantes Sneakers x16"
"AUCH_ACHA_107970465";"A0220190524000185306";"5000204106558";"";"GLADE DESIGN BOUGIE ANTI TABAC"
"AUCH_ACHA_107970464";"A0220190524000511386";"5000204106619";"";"GLADE DESIGN BOUGIE HONEY & CHOCOLATE"
"AUCH_ACHA_108813947";"P02000000000CZC";"3245678131763";"Point vert";"AUCH - Lavette Multi-usages 32x32cm x2"
"AUCH_ACHA_108813357";"P02000000000C75";"5000204127102";"";"Glade Bougie Longue Duree Peaceful Rose & Wood, 224 g"
"AUCH_ACHA_108813360";"P02000000000C71";"5000204122671";"";"Glade Bougie Longue Duree Sparkling Citrus Sunrise, 224 g"
"AUCH_ACHA_108813942";"P02000000000CZN";"3245678132463";"Point vert";"AUCH - Eponge vitrocéramique Cuisine x2"
"AUCH_ACHA_108813944";"P02000000000CZ9";"3245678131756";"Point vert";"AUCH - Microfibre Multi usages 31x32cm x3"
"AUCH_ACHA_108813213";"P02000000000BZF";"3245678132357";"Point vert";"AUCH - Eponge Multi-usages grattantes x6"
"AUCH_ACHA_108814414";"P02000000000DPV";"5000204105674";"";"Glade Bougie, Cosy Apple & Cinnamon, 129 g"
"AUCH_ACHA_108821711";"P02000000000LRJ";"5410721550732"
"AUCH_ACHA_108822899";"P02000000000N40";"3384127001698";"";"Nouvelles lavettes microfibre aux formats XXL (38 x 36cm) par 4.  L’efficacité de la microfibre Une qualité premium (grammage 250) avec une texture douce."
"AUCH_ACHA_108828782";"A0220050708000529817";"3596710234790"
"AUCH_ACHA_108834812";"A0220100825000772566";"3596710341504";"";"Lavette spciale vitre microfibre X1 Auchan"
"AUCH_ACHA_108838957";"A0220120316000957195";"4046719576982";"";"Scotch-Brite™ Eponge Ultra Verte Classic x "
"AUCH_ACHA_108838986";"A0220120316000996173";"3384123107011";"";"Eponge gratte-éponge + microfibre X3"
"AUCH_ACHA_108842484";"A0220130128000439499";"3596710386635";"";"AUCHAN GANT MICROFIBRE BLEU OU CARAMEL X1"
"AUCH_ACHA_108842865";"A0220130215000958265";"4046719707379";"";"Eponge grattante Classic Verte Scotch-Brite™ x3  "
