"cui";"Marque commerciale eCommerce";"Libellé Web";"Quantité vendue"
"P02000000000MF3";"AUCHAN";"Fuet au poivre noir";"150g"
"P02000000000MYN";"MONTORSI";"L'Apéritif Coppa traditionnel ";"85g"
"P02000000000MZ2";"LES CHTI'TES TRANCHES";"Pavé au beaufort";"92g"
"P02000000000OTG";"BELL";"Saucisson sec de Savoie fumé au bois de hêtre";"200g"
"P02000000000QGC";"AUCHAN";"Jambon supérieur fumé sans couenne";"160g"
"P02000000000QPF";"AOSTE";"Les Mini Saucissons secs ";"80g"
"P02000000000UGD";"SAMPIERO";"Saucisson Corse fumé";"100g"
"P02000000000UGF";"SAMPIERO";"Saucisson de sanglier Corse fumé";"250g"
"P02000000000UG0";"SAMPIERO";"Coppa de l'Ile de Beauté";"100g"
"P02000000000UGG";"SANS MARQUE";"Saucisson fumé de l'île de beauté";"80g"
"P02000000000URC";"LES FRERES ADAM";"Lardons allumettes fumés au sapin des Hautes-Vosges";"500g"
"P02000000000VUZ";"POUCE";"Saucisson sec pur porc";"200g"
"P02000000000WBG";"SAMPIERO";"Lonzo acquale";"100g"
"P02000000000WFE";"SALAISONS UCCIANI";"Coppa de l'Ile de Beauté en tranche";"100g"
"P02000000000WFI";"SALAISONS UCCIANI";"Saucisson pur porc de l'Ile de Beauté en tranche";"100g"
"P02000000000X08";"LOUIS AVERGNE";"L'Excellence spécialité 100% jambon";"200g"
"P02000000000Y92";"HERTA";"Blanc de poulet nature sans nitrite";"140g"
"P02000000000YR6";"FLEURY MICHON";"Le Supérieur Jambon blanc -25% de sel sans couenne";"210g"
"P02000000000YVR";"AUCHAN";"Jambon de Paris sans couenne";"6 tranches + 2 offertes"
"P02000000000YYT";"FLEURY MICHON";"Simplement bon jambon découenné dégraissé -25% de sel";"210g"
"P0200000000104R";"CHARCUTERIE FONTANA";"Coppa monte Cinto de l'Ile de Beauté tranché";"100g"
"P0200000000104O";"CHARCUTERIE FONTANA";"Lonzo monte Cinto de l'Ile de Beauté tranché";"100g"
"P020000000011MW";"LABEYRIE";"Jambon cru de Bayonne IGP Label Rouge 14 mois d'affinage";"95g"
"P020000000013SX";"AUCHAN";"Lardons natures sans nitrite";"2x75g"
"P0200000000153R";"GOURMETS CHARCUTIERS";"Mon assiette apéro saucisson sec chorizo saucisson compté saucisson noisettes";"200g"
"P0200000000193Q";"HERTA";"Blanc de poulet cuit à la broche sans nitrite";"210g"
"P02000000001AWX";"CHARCUTERIE DANIEL BERNIER";"Bœuf cuit en salade";"400 g"
"P02000000001AWQ";"CHARCUTERIE DANIEL BERNIER";"Pâté de tête vinaigrette";"350 g"
"A0220140813000797016";"AUCHAN LE CHARCUTIER";"Plateau assortiment de charcuteries cuites";"270g"
"A0220120904000012919";"AUCHAN LE CHARCUTIER";"Jambon cru";"80g"
"A0220100820000042224";"AUCHAN LE CHARCUTIER";"Bresaola della Valtellina";"80g"
"A0220090918000324533";"AUCHAN LE CHARCUTIER";"Rosette de Lyon";"100g"
"A0220090622000041152";"CHARCUTERIE CGF";"Potjevlesh la flamande tranche";"200g"
"A0220090727000544226";"AUCHAN LE CHARCUTIER";"Mortadelle";"100g"
"A0220090612000026045";"SALAISONS PYRENEENNES";"Ventreche plate Pyrénées";"100g"
"A0220090312000031612";"AUCHAN LE CHARCUTIER";"Jambon de Bayonne";"100g"
"A0220030123000794209";"GALIBIER";"Saucisson sec pur porc aux noisettes";"200g"
"A0220110419000342212";"FESTEIN D'ALSACE";"Plateau de merguez";"1kg"
"A0220170426000547899";"LE PORC DE NOS VILLAGES";"Coppa filière responsable Label Rouge";"90g"
"A0220140407000790432";"SANS MARQUE";"Pâté de tête persillé";"400g"
"A0220120912000032848";"AUCHAN LE CHARCUTIER";"Saucisse de Morteau cuite";"355g"
"A0220180319000549033";"MERVEILLES D'ITALIE";"Bresaola IGP";"80g"
"A0220131219000049809";"SANS MARQUE";"Fuet nature";"160g"
"A0220090622000041105";"CHARCUTERIE CGF";"Saucisson cuit pur porc courbe fumage au bois de hêtre";"340g"
"A0220160510000035418";"AUCHAN LE CHARCUTIER";"Boudin blanc à l'ancienne Grande Hermine";"250g"
"A0220181112000678912";"FRAIS DEVANT";"Jambon serrano bio";"70g"
"A0220190214000106282";"LES ELEVEURS COOPERATEURS";"Jambon cuit supérieur 3 noix avec couenne";"200g"
"A0220190307000156868";"AUCHAN LE CHARCUTIER";"Chiffonnade de speck";"80g"
"A0220190531000369983";"LE SECHOIR DES ALPES";"Assortiment de saucissons artisanaux";"675g"
"A0220191004000047763";"AUCHAN LE CHARCUTIER";"Saucisson en tranches";"85g"
"A0220200207000012441";"AUCHAN LE CHARCUTIER";"Assortiment de chiffonnade coppa rosette et chorizo";"320g"
"A0220200402000023357";"GALIBIER";"Les Minis Bûchettes saucisson au Comté AOP";"120g"
"A0220200402000021543";"GALIBIER";"Les Mini Bûchettes saucisson à la noisettes";"120g"
"A0220200402000021433";"GALIBIER";"Les Mini Bûchettes de saucisson tomates et herbes de Provence";"120g"
"A0220200626000808765";"FESTEIN D'ALSACE";"Jambon cuit supérieur avec couenne";"450g"
"A0220200729000819699";"SANS MARQUE";"Corte Del Gusto Jambon cuit à la truffe";"80g"
"A0220200910000832391";"CHARCUTERIE ANTOINE";"Chipolatas sans colorant";"300g"
"A0220200910000832410";"CHARCUTERIE ANTOINE";"Saucisse de Toulouse sans colorant";"500g"
"A0220160212000024214";"AUCHAN GOURMET";"Chipolatas nature";"360g"
"A0220160212000024223";"AUCHAN GOURMET";"Chipolatas au thym";"360g"
"A0220080527000245788";"TENDRIADE";"Paupiettes de veau";"1,950kg"
"A0220110315000028930";"AUCHAN BIO";"Chair à saucisse";"260g"
"A0220160217000025087";"AUCHAN GOURMET";"Saucisse de Toulouse";"700g"
"A0220050324000305788";"SOCOPA";"Plein Grill Brochettes boeuf à la mexicaine";"400g"
"A0220130103000210477";"SANS MARQUE";"Saucisses fumées cuites";"2x100g"
"P020000000002JN";"FESTEIN D'ALSACE";"Cervelas obernois";"1,12kg"
"P020000000003BQ";"SANS MARQUE";"Steak de bœuf";"2x100g"
"A0220141024000799886";"MADRANGE";"Crépinettes de porc";"750g"
"A0220121221000544228";"LES BRASERADES";"Saucisse au couteau";"900g"
"A0220060308000544773";"SOCOPA";"Chipolatas façon charcutière";"330g"
"A0220040329000233653";"SOCOPA";"Merguez forte à la Marocaine";"660g"
"A0220021008000389303";"JOHNSONVILLE";"Brats saucisses nature";"340g"
"A0220021008000389671";"JOHNSONVILLE";"Saucisses pur porc saveur ail et romarin ";"4x85g"
"A0220160121000023045";"MAITRE COCHON";"Plateau duo chipolatas merguez";"843g"
"A0220151026000010230";"LES BRASERADES";"Cocktail de Boudin créole";"300g"
"A0220150420000807090";"FESTEIN D'ALSACE";"Saucisses bockwurst";"125g"
"A0220140708000795581";"MADRANGE";"Demi- palette de porc demi-sel cuite";"800g"
"A0220121023000547623";"MAITRE COCHON";"Chipolatas à la fleur de sel e l'île de Ré";"340g"
"A0220120326000242742";"TENDRE & PLUS";"Mini Tapas mini saucisses façon chorizo";"320g"
"A0220070615000029941";"MAISON MILHAU";"Saucisses fraîches tradition";"500g"
"A0220010705000021147";"FESTEIN D'ALSACE";"Saucisses nature à griller";"300g"
"A0220140212000658878";"SANS MARQUE";"Rôti *** de veau";"600g"
"A0220111207000024501";"COOPERL";"Rouelle de jambon de porc";"1kg"
"A0220111207000027009";"SANS MARQUE";"Emincé de porc";"400g"
"A0220111024000542023";"SANS MARQUE";"Cheval rumsteck à rôtir 600g";"600g"
"P020000000005ZT";"MAITRE JACQUES";"Mini brochettes de boeuf à l'échalote";"180g"
"P020000000006B8";"SOCOPA";"Brochettes de porcs à la provençale extra tendre";"340g"
"A0220180813000646149";"SANS MARQUE";"Sauté de porc sans os à mijoter label rouge";"500g"
"P0200000000085D";"MADRANGE";"Paupiette de porc";"1.5KG"
"P020000000008L5";"MADRANGE";"Ribs de porc à la mexicaine";"650g"
"A0220190128000659560";"SANS MARQUE";"Filet mignon de porc";"1kg"
"P020000000009JX";"SOURIRE DE CAMPAGNE";"Chipolatas nature bio";"220g"
"P020000000009P0";"MADRANGE";"Côtes échine marinées à la mexicaine";"250g"
"A0220191210000654782";"SANS MARQUE";"Sauté *** de veau d'Aveyron et Segala sans os";"500g"
"A0220191219000790487";"SANS MARQUE";"Bourguignon ** de boeuf";"600g"
"P02000000000UQT";"MAITRE JACQUES";"Croq'gaufre de pomme de terre à l'emmental et tomate";"300g"
"A0220210202000010529";"LES BONS MORCEAUX";"Filet mignon";"500g"
"A0220210202000011002";"LES BONS MORCEAUX";"Rôti de porc échine";"700g"
"P020000000018GZ";"MAITRE COCHON";"Coffret terroir chipolatas au Pineau des Charentes et Chipolatas à la fleur de sel de l'Ile de Ré";"680g"
"A0220210715000997079";"OLIVIER ROHART";"Saucisse chipolatas nature";"500g"
"P020000000018R0";"LES BRASERADES";"Boudin blanc à la truffe de St Jean 1.1%";"3x125g"
"A0220091027000393561";"AUCHAN";"Haché vrac Pur Bœuf 5%mg";"500g"
"A0220111020000541208";"AUCHAN";"Haché vrac Pur Bœuf 15%mg";"700g"
"P020000000003M6";"AUCHAN MMM!";"Steak hâché charolais 12%mg";"4x125g"
"P020000000004RZ";"SOURIRE DE CAMPAGNE";"Steaks hachés façon bouchère 5%mg bio";"250g"
"A0220140522000792248";"BIGARD";"Bigard Boulettes de porc et bœuf préparées";"700g"
"A0220100622000027974";"BIGARD";"Filet américain";"350g"
"A0220090708000541702";"AUCHAN";"Steaks Hachés Pur bœuf 15%mg bio";"600g"
"A0220081120000027494";"CHARAL";"Haché bolognaise";"350g"
"A0220060524000643472";"CHARAL";"Steaks hachés race limousine 12%mg";"260g"
"P020000000002MF";"CHARAL";"Steaks hachés Charolais";"260g"
"A0220121219000366302";"CHARAL";"Steaks Hachés Pur Bœuf 12%mg bio";"200g"
"A0219960925000042533";"CHARAL";"Steaks Hachés Pur Bœuf 15%mg";"400g"
"P020000000007SC";"BIGARD";"Steaks hachés pur boeuf 12% mg label rouge";"2x125g"
"P020000000017VU";"CHARAL";"Happy Family Boulettes à la bolognaise";"540g"
"P020000000000DK";"SALAD BAR";"Tartinable de poulet et poivre";"120g"
"P020000000001VI";"SANS MARQUE";"Tartinable fromager au thon";"140G"
"A0220051123000185378";"SANS MARQUE";"Surimi rapé saveur crabe";"200g"
"A0220150520000808096";"SIMON"
"A0220000616000800793";"SIMON";"Tartinable de surimi et crabe Saveur en Or";"300g"
"P020000000001TP";"PETIT NAVIRE";"Saumon fumé sauvage d'Alaska";"120g"
"P020000000001TO";"PETIT NAVIRE";"Saumon fumé bio 4 tranches";"120g"
"P020000000001UR";"LABEYRIE";"Saumon fumé d'Ecosse";"160g"
"P020000000003TU";"AUCHAN";"Terrines de saumon";"120g"
"P02000000000359";"CORAYA";"Bâtonnets de surimi sauce cocktail";"210g"
"P020000000003ZU";"AUCHAN";"Saumon rouge fumé sauvage du Pacifique";"60g"
"P0200000000056W";"AUCHAN";"Moules de pleine mer cuisinées à la crème";"600g"
"P0200000000047C";"DELPEYRAT";"Saumon Fumé Sauvage";"140g"
"P020000000005R6";"AUCHAN MMM!";"Brandade de morue parmentière";"600g"
"A0220160624000043447";"BLINI";"Tzatziki";"200g"
"A0220160129000017256"
"A0220141229000802246";"CRUSCANA";"Tomates & basilic à tartiner ou mitonner";"150g"
"A0220141229000802258";"CRUSCANA";"Caviar d'aubergines à tartiner ou mitonner";"150g"
"A0220140725000796550";"AUCHAN";"Saumon sauvage rouge du Pacifique fumé";"240g"
"A0220120703000022518";"AUCHAN";"Filets d'anchois marinés à la catalane";"100g"
"A0220110623000327766";"L'ATELIER BLINI";"Tzatziki concombres frais yaourt à la grecque et aneth";"175g"
"A0220100702000012551";"AUCHAN BIO";"Rillettes de saumon";"120g"
"A0220070419000230605";"AUCHAN";"Émincés de saumon fumé à l'aneth";"100g"
"A0220020614000867558";"AUCHAN";"Panés de colin d'Alaska";"1kg"
"A0219970721000013434";"BALTIC";"Filets de hareng à la crème";"400g"
"A0219900312000020563";"COUDENE";"La Brandade de Morue boîte";"190g"
"A0219880819000033206";"MICELI";"Filets d'anchois allongés à l'huile d'olive";"3x50g"
"P020000000005HJ";"L'ATELIER BLINI";"Houmous extra aux tomates séchées ail et basilic";"175g"
"P0200000000070M";"AUCHAN";"Saumon fumé au bois de hêtre d'Ecosse filière responsable";"280g"
"P02000000000727";"LABEYRIE";"Grandes Origines Saumon fumé du Cercle polaire Norvégiens";"310g"
"P0200000000076H";"L'ATELIER BLINI";"Saumonade extra saumon fromage frais";"140g"
"P0200000000079S";"LABEYRIE";"Saumon fumé Le Norvège";"215g"
"P020000000007HK";"LABEYRIE";"Saumon fumé de Norvège";"150g"
"P020000000007QE";"AUCHAN GOURMET";"Houmous";"180g"
"P020000000008TA";"SANS MARQUE";"Acras de morue au chorizo";"200g"
"P020000000008WR";"L'ATELIER BLINI";"Houmous extra pois chiches graines de sésame";"180g"
"P02000000000AHG";"COUDENE";"Pissaladières apéro oignons anchois";"160g"
"P02000000000EK8";"NORDLAND";"Oeufs de lompe rouge";"80g"
"P02000000000F0Y";"FLEURY MICHON";"Le Moelleux surimi";"384g"
"P02000000000JMS";"PETIT NAVIRE";"Saumon fumé Norvège 4 tranches";"120g"
"P02000000000N0X";"L'ATELIER BLINI";"Antipasti feta AOP olives et tomates semi-séchées";"150g"
"P02000000000N11";"L'ATELIER BLINI";"Accras de morue piment de Cayenne et oignons";"120g"
"P02000000000MZB";"LES CRUDETTES";"Guacamole 95% d'avocat frais";"150g"
"P02000000000MZ5";"ENSOLEIL'ADE";"Tapenade de tomates confites à l'origan";"150g"
"P02000000000PXM";"GOURMET";"Saumon fumé d'Ecosse sauvage";"240g"
"P02000000000ZKC";"CAP OCEAN";"Accras de morue façon créole MSC";"165g"
"P020000000015R8";"LABEYRIE";"L'Equilibré Saumon fumé de Norvège";"435g"
"P0200000000160G";"AUCHAN GOURMET";"Gravlax de saumon mariné à l'aneth";"120g"
"P020000000016XX";"LABEYRIE";"Blinis à l'aneth pour saumon fumé";"200g"
"P020000000016YX";"GUYADER";"Terrine au saumon et saumon fumé";"840g"
"A0220160106000020499";"SUSHI STORY";"Plateau de 30 makis";"395g"
"A0220141020000799713";"SUSHI GOURMET";"Plateau maki";"300g"
"A0220131003000011831";"BRIAU";"Paëlla de la mer en barquette";"800g"
"A0220121127000241789";"SUSHI GOURMET";"Salade d'algue";"95g"
"A0220110808000021824";"AUCHAN LE POISSONNIER";"Filet d'églefin sans arêtes";"300g"
"A0220110601000366049";"SANS MARQUE";"Sardines";"400g"
"A0220101206000014606";"AUCHAN LE POISSONNIER";"Terrine aux 2 saumons";"150g"
"A0220100604000022715";"SANS MARQUE";"Moules de Bouchot élevées en France 2l";"1.4kg"
"A0220081124000031685";"AUCHAN LE POISSONNIER";"Dos de cabillaud sans arêtes";"280g"
"A0220081124000031532";"AUCHAN LE POISSONNIER";"Filet de cabillaud sans arête";"300g"
"A0220011001000863090";"SANS MARQUE";"Huîtres de Marennes fines de claire n°3";"2kg"
"A0220001121000308277";"SANS MARQUE";"Crevettes roses jumbo décortiquées";"100g"
"A0220020212000031274";"AUCHAN LE POISSONNIER";"Pavé de truite filière responsable";"240g"
"A0220160601000039091";"SANS MARQUE";"Pavé de saumon";"500g"
"A0220130114000549175";"SANS MARQUE";"Filet merlan sans arête";"200g"
"A0220121128000300792";"SUSHI GOURMET";"Duo Love Plateau California";"580g"
"A0220121128000300992";"SUSHI GOURMET";"Sushi et california au saumon";"335g"
"A0220121128000342668";"SUSHI GOURMET";"Raviolis poulet";"140g"
"A0220140109000365372";"LE TRAITEUR";"Nouilles sautées au poulet";"300g"
"A0220121128000246145";"SUSHI GOURMET";"Sushi au saumon";"330g"
"A0220121128000363316";"SUSHI GOURMET";"California au saumon";"150g"
"A0220181128000793350";"AUCHAN LE POISSONNIER";"Filet de saumon d'Ecosse filière responsable";"250g"
"A0220191026000733668";"AUCHAN LE POISSONNIER";"Filet limande meunière";"800g"
"A0220191026000732916";"SANS MARQUE";"Filet de cabillaud façon fish and chips";"220g"
"A0220191026000733684";"SANS MARQUE";"Filets de colin d'Alaska sans arêtes façon meunière préfrits";"800g"
"A0220200224000026873";"SUSHI SHOP";"Gyozas au poulet 6 pièces";"108g"
"A0220200224000035098";"SUSHI SHOP";"No fish 15 pièces";"313g"
"A0220200224000030907";"SUSHI SHOP";"Salade d'algues wakamé";"113g"
"A0220200710000322265";"LA MARÉE DU JOUR";"Bar d'élevage vidé gratté avec tête Filière Responsable pièce";"350g"
"A0220200716000794792";"LA MARÉE DU JOUR";"Moule d'espagne Gigante";"500g"
"A0220200716000799596";"LA MARÉE DU JOUR";"Crevette entière cuite réfrigérée monodon filière Auchan calibre de 4 a 6";"Pièce au 100 g"
"A0220200716000796397";"LA MARÉE DU JOUR";"Moules de bouchot bio des îles Chausey Filière Responsable";"100g"
"A0220200831000824497";"MON CHEF SUSHI";"Sushi Happy tasty";"300g"
"A0220200908000832063";"MON CHEF SUSHI";"Gyosa aux légumes";"110g"
"A0220200908000831733";"MON CHEF SUSHI";"Domburi saumon";"330g"
"A0220200908000832025";"MON CHEF SUSHI";"Gyoza poulet";"110g"
"A0220200908000830618";"MON CHEF SUSHI";"Sushi Happy Box ";"360g"
"A0220210629000984403";"LA MARÉE DU JOUR";"Filet de grondin sans flanc";"la caisse de 2 kg"
"A0220210629000984392";"LA MARÉE DU JOUR";"Rougets barbet entier pièce de 100 a 300 g";"la caisse de 3 kg"
"A0220210629000984391";"LA MARÉE DU JOUR";"Mulets Blanc entiers pièce de 500 g";"la caisse de 3 kg"
"A0220210629000984399";"LA MARÉE DU JOUR";"Filet de dorade sébaste sans flanc";"la caisse de 2 kg"
"A0220210702000984664";"LA MARÉE DU JOUR";"Pavé de cabillaud sans arêtes";"la caisse de 3 kg"
"A0220210702000984870";"LA MARÉE DU JOUR";"Filet de Morue séchée salée calibre de 700 g";"la caisse de 2 kg"
"A0220210705000987359";"SUSHI SHOP";"Plateau Umi";"540g"
"A0220201204000876687";"LA MARÉE DU JOUR";"Joue de raie";"250g"
"A0220120523000387835";"VOLAILLES DES ELEVEURS";"Filets de poulet blanc découpe";"720g"
"A0220100709000024927";"SANS MARQUE";"Pigeonneau";"650g"
"A0220120227000040447";"MAITRE COQ";"Maître Coq CroQ Poulet double fromage";"1kg"
"A0220080214000032302";"LE GAULOIS";"Grignottes de poulet façon tapas";"250g"
"A0220010320000807890";"LE GAULOIS";"Grignottes de poulet nature";"250g"
"A0220050808000015302";"MONFORT";"Confit de canard";"1kg"
"A0220140919000798771";"SECRET D'ELEVEURS";"Aiguillettes de canard élevés dans le sud-ouest IGP";"250g"
"A0220090512000035268";"MAITRE COQ";"Wings manchons et ailerons de poulet marinés à la mexicaine";"400g"
"A0220150119000802953";"MAITRE COQ";"Donuts de poulet";"800g"
"A0220120227000040381";"MAITRE COQ";"Cordon bleu de poulet";"1kg"
"A0220030319000038613";"LE GAULOIS"
"A0219940705000031290";"LE GAULOIS";"Gésiers de volaille";"300g"
"A0220171124000048609";"LE GAULOIS";"Filet de dinde tranché cuisson express";"320g"
"A0220170320000541156";"LYRE";"Aiguillettes de poulet blanc fermier Label Rouge Filière Responsable";"250g"
"A0220160504000034673";"AUCHAN";"Aiguillettes de poulet rôti";"200g"
"A0220160330000031718";"DELPEYRAT";"Magret de canard du sud-ouest séché";"2x90g"
"A0220150701000860835"
"A0220141218000802022";"AUCHAN MMM!";"Magret de canard sud-ouest tranché séché IGP";"80g"
"A0220141218000802023";"AUCHAN MMM!";"Magret de canard sud-ouest tranché fumé";"80g"
"A0220140305000659824";"AUCHAN";"Rôti filet de dinde";"800g"
"A0220140226000659608";"PERE DODU";"Wings de poulet rôti nature";"800g"
"A0220130528000646790";"POUCE";"Pilons poulet blanc";"1kg"
"A0220130528000646808";"POUCE";"Hauts de cuisses de poulet blanc";"500g"
"A0220120424000367381";"LE GAULOIS";"Poulet entier blanc";"1.1kg"
"A0220120425000372721";"LE GAULOIS";"Filets de poulet rôti";"230g"
"A0220120116000302778";"LOUE";"Filets de poulet blanc label rouge";"240g"
"A0220110218000246029";"LOEUL ET PIRIOT";"Lapin entier découpé";"1kg"
"A0220071218000026309";"CAILLOR";"Oeufs de caille";"200g"
"A0220060314000545537";"SANS MARQUE";"Confit de canard cuisse sous vide";"1kg"
"A0220000720000802012";"SANS MARQUE";"Caille standard";"960g"
"A0220180214000395039";"NATURE DE FRANCE";"Escalope milanaise de volaille bio";"180g"
"A0220180219000541489";"DUC";"Ailes de poulet";"1kg"
"A0220180219000541350"
"A0220180227000544705";"LE GAULOIS";"Cuisse poulet blanc fermier";"500g"
"A0220180502000014169";"LES ACCESSIBLES";"Cuisse de poulet blanc";"5kg"
"A0220170612000014279";"MAITRE COQ";"Mini rôtis de volaille farce à la forestière";"2 parts"
"A0220120919000348686";"FERMIERS DE LOUÉ";"Farce de volaille à la truffe";"300g"
"A0220100930000046091";"LOUE"
"A0220060801000033453";"LE GAULOIS";"Boudins blanc de volaille à la truffe";"300g"
"A0220190114000344144";"MONFORT";"Aiguillettes de canard marinées au piment d'Espelette";"300g"
"A0220190207000060303";"LES ACCESSIBLES";"Cuisses de poulet blanc";"1kg"
"A0220190221000140089";"LE GAULOIS";"Brochette de dinde et poivron";"760g"
"A0220190227000146509";"DUC";"Emincés de poulet";"500g"
"A0220190321000204868";"AUCHAN";"Filets de poulet blanc";"260g"
"A0220190326000224831";"DUC";"Filet de poulet halal";"720g"
"A0220190326000228127";"DELPEYRAT"
"A0220190430000342189";"LOUE";"Escalopes de dinde fine fermière label rouge";"240g"
"A0220190624000398719";"MAITRE COQ";"Crispy donuts de poulet";"800g"
"A0220190703000032058";"LE GAULOIS";"Rôti de chapon farci morilles armagnac";"600g"
"A0220190703000029342";"CAILLOR";"Cailles farcies de Noël à la farce forestière";"760g"
"A0220191122000240486"
"A0220200305000231144";"MAITRE COQ";"Ailes nature sac";"250g"
"A0220200331000803443";"LICQUES";"Filets de poulet fermier blanc IGP Label Rouge";"350g"
"A0220200715000650662";"MAITRE COQ";" Coq'Ailes Manchons de poulet croustillants";"250g"
"A0220200909000832181";"MAITRE COQ";"Cordon bleu de poulet raclette";"800g"
"A0220200911000833452";"NATURE DE FRANCE";"Emincés de poulet panés bio";"200g"
"A0220201030000861486";"SANS MARQUE";"Filets de poulet";"720g"
"A0220201117000863790";"DUC";"Emincés de poulet";"1kg"
"A0220210216000048363";"LE GAULOIS";"Aile de poulet saveur thaï";"470g"
"A0220210802000046467";"PERE DODU";"Aiguillettes poulet pané cru au curry";"300g"
"A0220210802000046642";"PERE DODU";"Escalopes milanaises poulet pané cru aux poivres";"230g"
"A0220080415000562767";"WC NET";"Blocs WC fraîcheur alpine";"1 bloc"
"A0220130305000723864";"WC NET";"Gel détartrant canalisations anti-tartre";"750ml"
"A0220140224000873449";"WC NET";"Gel entretien canalisations au charbon actif";"700ml"
"A0220141021000951264";"CAROLIN";"Spray nettoyant ultra dégraissant au citron";"650ml"
"A0220141021000425897";"CAROLIN";"Spray nettoyant multi-surfaces au savon noir 100% végétal";"650ml"
"A0220010910000362353";"WC NET";"Gel entretien canalisations avec agents biologiques";"1l"
"A0219950601000076520";"SANYTOL";"Désinfectant du linge anti-odeurs fleurs blanches";"500ml"
"A0220150529000441742";"MAISON NET";"Bicarbonate de soude véritable";"500g"
"P0200000000016Q";"SANS MARQUE";"Pastilles de javel";"161g"
"A0220110712000187929";"SANS MARQUE";"Nettoyant vitres";"1l"
"A0220150925000158186";"HARPIC";"Bloc cuvette galet hygiène anti-tartre";"2x2"
"A0220171207000670654";"FEBREZE";"Spray désodorisant air infinity orchidée";"300ml"
"A0220171207000782084";"FEBREZE";"Brume d'air infinity spray désodorisant tropicale";"300ml"
"A0220171207000579838";"FEBREZE";"Spray désodorisant air anti-tabac aux agrumes";"300ml"
"A0220171207000858829";"FEBREZE";"Spray désodorisant air senteur propreté impeccable";"300ml"
"A0220050221000804260";"BAYGON";"Insecticide protection anti cafards et fourmis";"250g"
"A0220090213000800276";"PYREL";"Sachets parfumés fraîcheur lavande pour garde-robe anti-mites";"24 sachets"
"A0220120411000085896";"PYREL";"Pièges anti-cafards & poissons d'argent";"5 pièges"
"A0220160129000521063";"PYREL";"Plaquettes anti-mouches";"2 plaquettes"
"A0220180119000401401";"PERSAVON";"Savon de Marseille extra doux";"2x300g"
"A0220100303000184096";"LAVOFRUIT";"Nettoyant multi-usages parfum citron";"1l"
"A0220130221000423049";"RAID";"Insecticide guêpes et frelons";"300ml"
"A0220140919000164247";"ZENSECT";"Barquettes technologiques anti-mites larves & œufs";"16 barquettes"
"A0220161108000975311";"RAID";"Spirales anti-moustiques & moustiques-tigres";"10 spirales"
"A0220150730000721269";"AUCHAN";"Recharge liquide pour diffuseur électrique anti-moustiques intérieur";"35ml"
"A0220150730000353775";"AUCHAN";"Diffuseur électrique anti-moustiques intérieur";"1 diffuseur"
"A0220161108000436870";"RAID";"Piège anti-fourmis intérieur & extérieur";"1 piège"
"A0220070222000559435";"RAINETT";"Spray nettoyant vitres écologique";"500ml"
"A0220060621000673198";"HARPIC";"Gel WC ultra détartrant original";"750ml"
"A0220130611000492354";"HG";"Nettoyant pour vitres d'insert";"500ml"
"A0220141222000205055";"HG";"Spray moussant antitartre";"500ml"
"A0220110905000071789";"CALGON";"Power gel anticalcaire 3en1";"2,25l"
"A0220050317000423470";"SUN";"Désodorisant lave-vaisselle anti-odeur parfum citron";"2 désodorisants"
"A0220050712000361199";"SANYTOL";"Spray désinfectant multi-usages eucalyptus";"500ml"
"A0220051215000457272";"LA CROIX";"Spray nettoyant salle de bain avec javel";"500ml"
"A0220060405000511235";"IBA";"Désodorisant mèche Barrière de Corail ";"75ML"
"A0220080325000552765";"CILLIT BANG";"Multi-usages avec javel ultra brillance";"1,5l"
"A0220090529000981687";"SWIFFER";"Lingettes humide fraîcheur citron";"12 lingettes"
"A0220100106000494033";"BRIOCHIN";"Spray savon noir écologique";"750ml"
"A0220100310000623826";"FULGATOR";"Halte guêpes et frelons insecticide aérosol insectes et gros nids";"500ml"
"A0220100318000627382";"EPARCYL";"Gel déboucheur bio-actif sans soude";"1l"
"A0220110505000682413";"AUCHAN";"Recharge pour diffuseur automatique fruits exotiques";"250ml"
"A0220110503000801326";"CILLIT BANG";"Spray nettoyant anti-calcaire salle de bain";"750ml"
"A0220120106000462580";"FULGATOR";"Insecticide et barrage anti-parasites et acariens sans odeur";"400ml"
"A0220120207000060375";"MIR";"Liquide vaisselle dégraissant figue grenade";"750ml"
"A0220120308000767895";"AUCHAN";"Lingettes désinfectantes WC fraîcheur";"40 lingettes"
"A0220130315000074544";"FEBREZE";"Recharge pour diffuseur électrique fleur naissante";"20ml"
"A0220130311000077757";"RAINETT";"Liquide vaisselle écologique dermosensitive provitamine B5";"500ml"
"A0220140226000856796";"PAIC";"Liquide vaisselle super dégraissant citron";"750ml"
"A0220140306000629260";"ST MARC";"Lingettes nettoyantes anti-bactériennes";"40 lingettes"
"A0220141125000181652";"AJAX";"Nettoyant ménager multi-surfaces coquelicots";"1,25l"
"A0220150212000240651";"AUCHAN";"Activateur biologique fosses septiques & toutes eaux";"26 sachets"
"A0220150309000222029";"LA CROIX";"Spray dégraissant avec javel";"500ml"
"A0220150312000409236";"AUCHAN";"Authentique spray nettoyant multi-surfaces";"750ml"
"A0220150402000514912";"AUCHAN";"Insecticide anti-rampants intérieur & extérieur";"400ml"
"A0220150908000085978";"AUCHAN";"Authentique bicarbonate de soude 100% minérale";"600g"
"A0220151009000588429";"GLADE";"Touch & Fresh citron recharge";"1 pièce "
